Rating,Reviews
1,Dumb.
1,Silly story
2,Christmas Would Be Just Another Day without Brenda Lee!
2,Obsessed
2,Great series!
2,Dexter Blu-Ray
2,The series that keeps you coming back for more!
2,The best TV show ever
2,Love Dexter
1,Just not getting it
1,Broke my kindle.
2,Tale of Two Cities - Baltimore / Indianapolis
1,ONLY 20 MIN LONG! NOT A REAL MOVIE
2,Overall Very Good
2,fleece bone pillow
1,Uncomfortable
1,The 8th Man episode is incomplete
1,Customer service
2,An exciting ride!
2,Another winner
1,Misleading material
1,"Uh uh, son."
1,Big Let-Down
1,Mostly disappointing
2,Farm Torch
2,Fiesta Napkins
1,"Price increase, not good for business"
2,Art and Pharmaceuticals
2,Great!! a must buy if you are going to pass
1,The manga is better.
1,KIMERA is and anime joke!
2,Woolf's last novel
2,Pretty good.
1,"Doesn't compare to the first ""Teenage Soul"" book"
2,"Sad, sad, sad!"
2,A paper best-friend
2,Almost better than the first book!
2,Nothing lacking
2,I love Willie.
1,Bummer
1,Don't bother with this brand
1,Couldn't watch
1,RoboHelp 2000 for HTML Help
2,Underappreciated WWII fiction of Panzer Grenadiers on the Eastern Front
1,Collapse by Jared Diamond
1,Pretty Basic
2,Five ways Civilizations Die - We are working on it
1,Surprised at how bad this was
1,Plates missing from the Kindle edition
2,"Important, but challenging reading"
1,"Interesting, but Halting"
1,A lot of phaff and only directX 5.2
1,Chasing Ghosts from an Invented Past
1,Disappointing!
2,TO COMPLETE YOUR GIORDANO COLLECTION
2,cannabis growing
2,5 Stars
1,New York Times Crossword Puzzle Dictionary
2,The best product for crosswords.
1,Disappointing
2,EMDR
2,"Nice, Barely Used Cookbook"
1,For Programming Novices Only
2,Never an IPOD believer..now I'm sold
1,BATTERY SUCKS
2,ipod nano 4gb-white
2,It's an iPod --- what more do you say?
1,Won't work with Windows
1,No customising!
2,A National Treasure
1,Disappointing!
2,Comfort food and reading...
1,It had it's good moments
2,A thrilling life size novel.
2,An Exciting Read
2,Extraordinary!
1,It's all down hill from the Poisonwood Bible.
1,"Asimple REVIEW of us, ROger Ling, RAymond Gao,& Jonathan Bau"
1,H8ted it
2,AN ENJOYABLE READ
1,A very disappointing read.
1,"Interesting, but poorly explained technique"
1,Don't Waste Your Money
1,Entertaining but not enough details
1,hope for the stupid
1,One of the VERY WORST!
1,False advertising - avoid
2,One of many great anime
2,"A Must Have, Indeed"
2,Great...
1,WHY??!WHY?!?!WHY?!?!
1,Definitely not Carpenter's best..
2,Come on....it wasn't that bad.
1,0 STARS: Los Feces
1,Dont quit your day job...
1,Justin and the Best Biscuits in the WorldJP
2,Justin and the Best Biscuits in the WorldEF
1,"great music, bad video"
1,Not for those just starting ms sql server or ms in general
2,Strange and wonderful
1,Ideal for the Web developer new to the Microsoft tool set...
2,Baking Book That Takes The Cake!!!
1,Magical shrinking leggings
1,Big Fail
1,Shrunk and See Through
2,Works for Me!
2,Egg shaper
2,WE WERE SOLDIERS
1,Misleading
1,Excellent movie but very poor soundtrack album
2,I LOVE this book!
2,A real gem
2,"This album is a ""OASIS"" for kitaro-fans !"
2,brilliance.
2,SCAN DISK SANSA MP3 PLAYER
1,The dreaded STP error
1,anything but an ipod
2,Great Value
1,OK if you ignore the FM abilities
1,I was very unhappy
2,Excellent tutorial to Python language.
2,still a good read
1,The Above Reviews are Phoney
2,Rodan you bet
1,You've got to be kidding!!!!!!!!!!!!
1,Subtitles? Original Japanese language track? Didn't think so
1,This book is not detailed enough.
2,Ironpants for the people
1,Not Nearly So Good As I Had Hoped
2,Insightful
2,"Catcher in the Rye, 20 years on..."
2,These are our children!
1,"so horrible we couldn't endure it, only lasted 4 mintues, so boring"
1,Hackneyed magic realism
2,Dali produces a little gem
1,Junk
2,Texas slice of life
1,Possibly the worst Godzilla film made
2,A Must read for students of all ages
2,Fantastic!
2,The Chosen:Understanding
1,Over Exaggerated!!
2,A superb story
2,a great example of the struggle for zionism in the 1940's
2,He reads very slowly
1,Ordered over a month ago and still haven't received it!!!
1,boring and waaaayyy too much detail
2,Good Entry HTPC case.
2,extra hanging space where you need it
2,Great device
2,best idea
2,"Up Down, Near far"
1,Disappointing
1,Big disappointment
1,Misleading Title
2,Interesting and informative.
2,Excellent work by a master.
2,Pretty Good
1,High speed adventures
2,Robert Frost
1,Grossly Outdated Material
2,A must have for the Godzilla collection...
2,Audio is underrated...
1,"Shallow coverage of servlets, may be of use for beginners"
2,100 Times Better Than Jason Hunter's book...
1,Who edited this thing?
2,Absolutely terrific ! 1
2,True Betrayals
1,Old map
2,Just what I needed
2,4-Wheel Drive Trails
1,disappointing and overpriced
2,This book is a must read for anyone
1,Avid true crime reader but;....
2,Fun
1,Horrible Printing
1,Low Quality Edition Full of Errors
1,Good book ruined by an incompetent publisher
1,Disappointing
1,"Great book, terrible publishing"
1,"Egregiously cheap, nasty, and overpriced edition of great book"
1,Misleading book
1,"It is NOT a starter kit, just a DVD!"
2,Previous reviewer reasonably unhappy
2,Blue Ray vs DVD
2,Off the Chain!
1,The longest plane trip ever
2,An Excellent Naval War; Strategy and Action Movie...
2,Good movie
1,Defective DVD
1,Zzzzzzzzzzzzzzzzzz
1,Damaged DVD
1,"A movie about blond hair, mostly"
1,Beautiful But Boring
2,"Good movie, better disc!"
2,"Top notch audio, video unimpressive and no extras"
2,For God and Country
1,Yuck
1,no go
1,Expect nothing and you may not be disappointed
1,most disappointing of any Crowe film...........
1,waste of time......
2,Good step by step guide
2,Outstanding
1,"ok, but there is a better LEX/YACC book"
2,An Almost Adequate Dvd II
1,"Good movie, but the DVD presentation falls short..."
1,Wannabe Beatles
2,"Admitted Oasis fan says ""Go buy this CD!"""
2,Classic Oasis is back
1,"Damn, this one was way too boring."
1,"Oh come, have some imagination people...."
1,Where's Liam?
2,Oasis is finally back!
1,what a waist of time
1,Boring Movie
1,Bad language alert
1,Then she found me.
1,helen hunt is like a piano with one key
2,Kind of Slow but Good Story
1,Bette Midler Saved This Movie From A One Star
1,Where's the comedy?
1,utter tripe
1,Imports are silly/don't buy it.
1,Awful
1,Hair: Its Power and Meaning....
1,Where's the heat?
1,This Book Doesn't Deliver
1,Lacks detail in Backup & Recovery Section
2,EXCELLENT
1,bleah
1,Only good if you know the program
1,the pill splittter did not work at all well the most important medication I needed to split (Coumadin)
2,"Boxes, Boxes and More Boxes, Oh My!"
2,Great Book
1,Publisher's Dream
1,A long series made seemingly endless with this book
2,Lord of Chaos
2,The definitive exploration of fantasy writing in our time.
1,This book may just make me quit reading this whole series
1,Never ending
1,"Great book, wrong Cover"
1,Yawn....
2,I don't understand people
2,Excellent purchase!
2,"Great Product, Great Customer Service!"
2,"""Dave"" video series"
1,This book is complicate and ugly
1,Not a reference book
2,"God's love, it's an awesome thing"
1,Not quite the Originals
1,Don't bother ordering these
1,Bought for Mercedes
2,Ray Ban Sunglasses
1,Confused look at ATL
1,There are better books than this
2,"We love it, however, . . ."
2,Simple - It's good to be me!
1,Another fake reality show
1,One of the least useful I've encountered!
1,ELP Goes POP - Lets Us All Down.
1,C++? I don't think so!
2,Very good book
1,too far fetched
2,LOVED IT TO THE END...
2,"God, in a new light"
2,Keeping Faith
2,Keeping Faith
2,Excellent book!!
2,so wonderful
2,always enjoy her books
2,a nice surprise!
2,Keeping Faith
2,keeping faith
1,Not a page turner
1,You have to like the heroine and I didn't
2,Great Book for Learning about TCP/IP !
2,A collection of one of the best comedies ever
1,"Fawlty Towers - The Complete Series, DVD"
2,Classic Cleese
2,Laughter is the best medicine
1,overRated!
2,Fawlty not Farty
2,BUY THIS TODAY!!
2,A must have.
1,dissapointing!
2,Oasis rockin'!
2,Oasis are generally good.
1,"Waste of paper. waste of plastic, and a waste of paper."
1,Modern Oasis is Rubbish
2,Love it even more!!!!
1,Could be so much better
1,Died... On a self-destruct logic board
1,Refurbished but not tested?
1,"Digital ""remastering"" is horrible"
1,Not worth the money
1,Not a well written book
2,Cassette? This is 2010. Where's the CD Version
2,Wonderful for the whole family
2,Pretty good reading
1,Absolute trash ...
1,Heavy Paperweight
1,Where is the real content?
1,WORST book I have come across in a LONG time....
1,Where are the examples?????
1,Useless
1,Advertising in a tech book?
2,Excellent book! Well written and full of great information.
2,Great XML Overview
2,Good transaction
2,Abduction to the Ninth Planet
1,Doesn't work with itouch
2,SPITTING NEARLY
2,Enjoyable BUT....
1,Coming out story made by straight people
2,"Great story, well told"
1,Worth the price and not a penny more
2,Triumph's Most Consistent
1,Complete waste of money!!!
2,R & B Season 5
2,good reference book
1,don't buy the kindle edition
2,Winter boot
2,Beats of the heart
1,You get what you pay for
2,Cool Watch
1,SHM CD version of Trilogy
1,"Not thorough, nor helpful"
2,WOW!!!!
1,Recipes lack imagination
2,Cookers for Dummies
1,For smart dummies
1,Not as good smelling as I thought.
1,Good for insomnia
1,waste of money
1,It didn't do Lord Soth justice!
2,Review of Village Centenary
2,Good Start for beginers
1,out of date
2,Cyclone Featuring the sexy Heather Thomas
2,In ol' Virginia
2,Great first watch
2,Please forgive me
1,Detoxifying.
1,"Jumping here, jumping there"
2,The feel GREAT docu of 2008
2,This book should not leave your desk...A very good reference
2,Banana Hammok
2,"Not just for bananas, anymore!"
2,Outstanding director
1,Save yourself! Don't see this hideous film!
2,Amazingly deep for its length
2,Live and hilarious but missing something.
1,Cheesy Heroes
2,safer replacement for traditional wax candle
1,Don't last
2,EXCELLENT FLICKERING LED CANDLES!
1,This was a disappointment
2,great book if you want to know the science behind Cryonics
1,Why is Amazon charging for Kindle version of this?
1,Where's the 3D?
1,One boys dream of flying and finding the girl of his dreams
1,Ultimate Writer's Cramp
1,Disappointing Quality and Content
1,This is definitely NOT ELP!
2,"It's Good; Not Sure if ""Superfast"" is the Word, Though..."
2,A very good reader
1,Where's the witty dialogue?
2,I Envy Lee Pulos
2,"A part of our history, A wonderful movie of all times..."
2,the reason we have 5 stars
1,i would have rated it higher if only I can watch it
2,1.33:1 Ratio
1,Not Wide-Screen Version
2,This is the greatest movie of the century....
2,One of the best movies of all time
2,What? No widescreen? Sacrilege!
1,Romantic Racism
1,"Awful, twice over!"
2,Gone With the Wind
2,Gone With the Wind is the BEST!!!!!!!!!!!!
1,boring
1,gone with the wind
2,most excellent
1,These books are terrible!
2,Wonderful!
2,For Maggie the Mod dog
1,Rabin Solo Album + Yes
2,Best Yet!
2,Amazing!
1,Doesnt work.
1,"DW may be better than MS-FrontPage, but ...."
2,Place in the woods
2,I keep going back to this book!
2,100 Stars!!!
1,Trying to be Cujo
1,Possibly the worst book ever about motorcycling
1,doesn't shoot
1,brothersjudddotcom barely recommends
1,What am I missing? I found the book dull and unsatisfying.
2,Emerson Lake & Palmer at the top of their game!
1,Save Your Money
1,recall
1,Pfaltzgraff Dinnerware Set
1,Could have been about skateboarding
2,Indian Territory
2,Singable Psalms
1,Leaves much to desire
1,"LOVE Jim Croce, the ""remastering"" sucks!"
2,Oustanding collection
1,Horrible text
1,Very bad quality!!! Don't buy.
2,"Fantasic HRM with all the features you need, a best buy"
2,Tarzan rocks
2,A poigant book
1,Very disturbing book
2,"Strange, strange book..."
2,Excellent Resource
1,Short-Lived
1,Poor Quality
1,HORRIBLE!!!
1,Waste of money
2,A starter for any potential Orb fan!
2,A great album
1,Your 10-year-old brother with a trance track
1,USB connection in tablet fails.
2,Sounds immediately attracted my 7 year old Grandson
1,great propoganda
1,"A decent mug, but it has poor insulation"
1,Doesn't flow; big disappointment
1,Disappointed
1,The reviews are for the wrong performance!
1,"Only symbols and images, no concepts!"
2,Classic!
2,"Excellent book, worth buying."
2,It takes a lot of time and practice
2,...Here's To One More...
2,Excellent Reference for BIND version 4
1,Great idea...too much errata
1,Arabian Prince bombs on his comeback CD...
2,Excellent production of a classic story
2,Five Easy Gardens- Anyone can grow the prime...
1,Out of date
2,good for sensitive skin
2,Good old fashioned entertainment
2,Great band
2,Dark and disturbing
2,A drug movie that's really a love story
2,Red Hart Magic
1,boring
2,White Plasti Dip
2,Outdoor thermometer
2,outdoor thermometer
1,it stopped working accurately!!!
1,Disappointed
2,Misunderstood?
1,a real piece of junk
1,Worst mop ever!
1,SUCKS! SPONGE WONT STAY ON!
2,Again I have the movie/book/and tape series...use them in class
2,"""A Voice Many Seek but Few Ever Hear"""
1,The Psychology of Winning
2,cd review
1,really for dummies...
1,Look elsewhere.
1,Who's the Dummy?
1,"Worse remake than Planet of the Apes, Godzilla, or Oh.. Just any of them"
2,tremendous!!!
1,Silly and Too Dramatic
2,Spectacular!
2,Great But Not Quite Five Stars
1,King Kong & Bionic Woman
2,"Kong, the Miniseries"
2,Best King Kong yet
2,KING BONG !
1,Visually stunning. But a terriable movie
1,Too much of a CGI fest
1,"Over-Rated, Cheesy, Boring, Corny, OVER-RATED!"
2,AN INSTANT CLASSIC!
2,Fun but not Classic
1,Largely Irrelevant Scholasticism
1,Doesn't work
